1 1.41421  0.346574 0.346574
729 2.69729e+67  94.1568 156.028
730 1.83304e+67  94.2399 156.028
731 1.06368e+67  94.3221 156.028
732 1.37766e+67  94.4045 156.028
733 2.8799e+67  94.4876 156.028
734 2.78156e+67  94.5705 156.028
735 1.95523e+67  94.6526 156.028
736 9.62561e+66  94.7335 156.028
737 4.27394e+66  94.8132 156.028
738 3.9548e+66  94.8925 156.028
739 4.20405e+66  94.9717 156.028
740 4.74799e+66  95.0508 156.028
741 9.31547e+66  95.1306 156.028
742 2.12671e+67  95.2114 156.028
743 3.8813e+67  95.2927 156.028
744 2.51507e+67  95.3732 156.028
745 1.79555e+67  95.453 156.028
746 2.09472e+67  95.5329 156.028
747 4.86307e+67  95.6136 156.028
748 1.00689e+68  95.6951 156.583
749 7.9648e+67  95.7761 156.583
750 5.60104e+67  95.8564 156.583
751 2.6432e+67  95.9355 156.583
752 1.72556e+67  96.0138 156.583
753 2.91674e+67  96.0926 156.583
754 3.49848e+67  96.1714 156.583
755 2.60414e+67  96.2496 156.583
756 2.25662e+67  96.3274 156.583
757 4.69442e+67  96.406 156.583
758 1.06631e+68  96.4855 156.64
759 1.48414e+68  96.5652 156.971
760 1.01342e+68  96.6442 156.971
761 7.19425e+67  96.7225 156.971
762 1.25763e+68  96.8013 156.971
763 2.75626e+68  96.881 157.59
764 3.28586e+68  96.9607 157.765
765 2.28218e+68  97.0397 157.765
766 1.40193e+68  97.1179 157.765
767 2.10533e+68  97.1964 157.765
768 4.20702e+68  97.2756 158.013
769 3.25468e+68  97.3542 158.013
770 2.29593e+68  97.4322 158.013
771 1.085e+68  97.509 158.013
772 6.82122e+67  97.585 158.013
773 1.14701e+68  97.6615 158.013
774 7.87894e+67  97.7373 158.013
775 6.02577e+67  97.8126 158.013
776 7.43298e+67  97.8879 158.013
777 1.59748e+68  97.9641 158.013
778 2.80498e+68  98.0407 158.013
779 1.81465e+68  98.1166 158.013
780 1.35987e+68  98.192 158.013
781 2.00944e+68  98.2676 158.013
782 4.77462e+68  98.3442 158.139
783 9.82402e+68  98.4215 158.861
784 7.58806e+68  98.4982 158.861
785 5.31689e+68  98.5744 158.861
786 2.45618e+68  98.6493 158.861
787 1.37029e+68  98.7233 158.861
788 2.04304e+68  98.7976 158.861
789 2.56767e+68  98.872 158.861
790 1.94133e+68  98.9459 158.861
791 1.85263e+68  99.0196 158.861
792 3.98507e+68  99.094 158.861
793 9.29189e+68  99.1693 158.861
794 1.5068e+69  99.245 159.288
795 9.92013e+68  99.32 159.288
796 7.39054e+68  99.3944 159.288
797 1.27315e+69  99.4694 159.288
798 3.00562e+69  99.5452 159.979
799 5.54428e+69  99.6216 160.591
800 3.55478e+69  99.6973 160.591
801 2.41071e+69  99.7722 160.591
802 2.57052e+69  99.8471 160.591
803 6.0211e+69  99.9229 160.674
804 1.3683e+70  99.9994 161.495
805 1.66628e+70  100.076 161.692
806 1.14443e+70  100.152 161.692
807 5.96518e+69  100.227 161.692
808 5.5635e+69  100.302 161.692
809 1.20773e+70  100.377 161.692
810 1.7746e+70  100.453 161.755
811 1.17602e+70  100.528 161.755
812 7.47904e+69  100.602 161.755
813 1.10614e+70  100.677 161.755
814 2.47416e+70  100.753 162.087
815 3.40768e+70  100.828 162.407
816 2.31591e+70  100.903 162.407
817 1.59281e+70  100.978 162.407
818 2.67689e+70  101.052 162.407
819 5.70905e+70  101.128 162.923
820 5.93849e+70  101.203 162.962
821 4.17576e+70  101.278 162.962
822 2.24317e+70  101.352 162.962
823 2.53291e+70  101.426 162.962
824 4.8191e+70  101.5 162.962
825 3.31399e+70  101.574 162.962
826 2.25974e+70  101.647 162.962
827 1.03473e+70  101.719 162.962
828 4.71085e+69  101.79 162.962
829 5.39465e+69  101.861 162.962
830 4.60557e+69  101.931 162.962
831 5.58556e+69  102.002 162.962
832 1.14111e+70  102.073 162.962
833 2.61478e+70  102.145 162.962
834 4.55464e+70  102.218 162.962
835 2.93903e+70  102.29 162.962
836 2.18062e+70  102.361 162.962
837 3.31175e+70  102.433 162.962
838 7.86276e+70  102.506 163.243
839 1.58499e+71  102.579 163.944
840 1.14709e+71  102.652 163.944
841 7.92201e+70  102.724 163.944
842 3.53087e+70  102.795 163.944
843 1.76279e+70  102.864 163.944
844 2.75702e+70  102.935 163.944
845 4.36978e+70  103.005 163.944
846 2.78165e+70  103.075 163.944
847 1.51271e+70  103.144 163.944
848 8.24647e+69  103.213 163.944
849 1.39377e+70  103.281 163.944
850 2.5918e+70  103.351 163.944
851 1.63794e+70  103.419 163.944
852 1.03281e+70  103.487 163.944
853 7.25793e+69  103.554 163.944
854 1.50936e+70  103.622 163.944
855 3.46049e+70  103.691 163.944
856 4.4054e+70  103.76 163.944
857 3.00176e+70  103.828 163.944
858 1.59671e+70  103.896 163.944
859 1.60247e+70  103.963 163.944
860 3.5494e+70  104.031 163.944
861 5.51536e+70  104.099 163.944
862 3.62607e+70  104.167 163.944
863 2.45343e+70  104.234 163.944
864 3.88442e+70  104.301 163.944
865 8.95027e+70  104.37 163.944
866 1.45044e+71  104.438 163.944
867 9.51435e+70  104.506 163.944
868 7.03377e+70  104.574 163.944
869 1.19284e+71  104.642 163.944
870 2.77923e+71  104.711 164.506
871 4.80667e+71  104.78 165.054
872 3.09152e+71  104.849 165.054
873 2.22211e+71  104.917 165.054
874 3.35286e+71  104.985 165.054
875 7.97127e+71  105.054 165.559
876 1.60493e+72  105.124 166.259
877 1.15202e+72  105.194 166.259
878 7.92778e+71  105.262 166.259
879 3.51898e+71  105.33 166.259
880 1.73623e+71  105.397 166.259
881 2.68255e+71  105.464 166.259
882 4.45658e+71  105.531 166.259
883 2.81209e+71  105.598 166.259
884 1.58074e+71  105.664 166.259
885 1.10598e+71  105.729 166.259
886 2.28671e+71  105.796 166.259
887 4.71503e+71  105.862 166.259
888 3.50756e+71  105.929 166.259
889 2.43372e+71  105.994 166.259
890 1.2877e+71  106.059 166.259
891 1.73467e+71  106.124 166.259
892 4.04545e+71  106.19 166.259
893 7.55076e+71  106.257 166.259
894 4.85073e+71  106.322 166.259
895 3.19911e+71  106.388 166.259
896 3.24265e+71  106.453 166.259
897 7.77294e+71  106.519 166.259
898 1.99632e+72  106.585 166.477
899 4.89643e+72  106.653 167.375
900 8.61155e+72  106.721 167.939
901 5.539e+72  106.788 167.939
902 3.57822e+72  106.855 167.939
903 4.91003e+72  106.922 167.939
904 1.23424e+73  106.99 168.299
905 3.20869e+73  107.059 169.255
906 8.26603e+73  107.129 170.201
907 1.9778e+74  107.199 171.073
908 2.85819e+74  107.27 171.441
909 1.91164e+74  107.34 171.441
910 1.0562e+74  107.409 171.441
911 1.2186e+74  107.479 171.441
912 2.95239e+74  107.549 171.474
913 7.0222e+74  107.62 172.34
914 1.06288e+75  107.691 172.755
915 7.08661e+74  107.762 172.755
916 4.51212e+74  107.832 172.755
917 6.97778e+74  107.902 172.755
918 1.69909e+75  107.973 173.224
919 3.6726e+75  108.045 173.995
920 3.30851e+75  108.117 173.995
921 2.33999e+75  108.188 173.995
922 1.28705e+75  108.258 173.995
923 1.69417e+75  108.328 173.995
924 3.87945e+75  108.4 174.05
925 6.88567e+75  108.471 174.623
926 4.43725e+75  108.542 174.623
927 3.09716e+75  108.613 174.623
928 4.45581e+75  108.683 174.623
929 1.10425e+76  108.755 175.096
930 2.72734e+76  108.827 176
931 5.34498e+76  108.9 176.673
932 3.49406e+76  108.972 176.673
933 2.24529e+76  109.044 176.673
934 1.13476e+76  109.115 176.673
935 1.74642e+76  109.186 176.673
936 4.46818e+76  109.258 176.673
937 1.16737e+77  109.33 177.454
938 3.04202e+77  109.404 178.412
939 7.75275e+77  109.478 179.347
940 1.69551e+78  109.554 180.13
941 1.42719e+78  109.628 180.13
942 1.02258e+78  109.703 180.13
943 8.44343e+77  109.777 180.13
944 1.86677e+78  109.851 180.226
945 4.86626e+78  109.927 181.184
946 1.25377e+79  110.003 182.13
947 2.84884e+79  110.08 182.951
948 2.82111e+79  110.157 182.951
949 2.01181e+79  110.233 182.951
950 1.58807e+79  110.309 182.951
951 3.36942e+79  110.386 183.119
952 8.76091e+79  110.463 184.075
953 2.28867e+80  110.541 185.035
954 5.82423e+80  110.621 185.969
955 1.23266e+81  110.7 186.719
956 9.0059e+80  110.779 186.719
957 6.23357e+80  110.858 186.719
958 4.84228e+80  110.936 186.719
959 1.07519e+81  111.015 186.719
960 2.74872e+81  111.095 187.521
961 5.76262e+81  111.175 188.261
962 3.95848e+81  111.255 188.261
963 2.63647e+81  111.334 188.261
964 2.04803e+81  111.413 188.261
965 4.61466e+81  111.492 188.261
966 1.05064e+82  111.572 188.861
967 9.45398e+81  111.652 188.861
968 7.03658e+81  111.731 188.861
969 8.30571e+81  111.811 188.861
970 2.05755e+82  111.891 189.533
971 4.75403e+82  111.972 190.371
972 4.40289e+82  112.052 190.371
973 3.31667e+82  112.132 190.371
974 4.17359e+82  112.213 190.371
975 1.04259e+83  112.294 191.156
976 2.33448e+83  112.375 191.962
977 1.82209e+83  112.456 191.962
978 1.36954e+83  112.537 191.962
979 1.87596e+83  112.618 191.962
980 4.6653e+83  112.7 192.655
981 8.20973e+83  112.782 193.22
982 5.2971e+83  112.863 193.22
983 2.73756e+83  112.944 193.22
984 1.93496e+83  113.024 193.22
985 4.1633e+83  113.105 193.22
986 5.71478e+83  113.186 193.22
987 3.96496e+83  113.266 193.22
988 3.9662e+83  113.346 193.22
989 9.34572e+83  113.427 193.349
990 2.31821e+84  113.509 194.258
991 3.50297e+84  113.591 194.671
992 2.31115e+84  113.672 194.671
993 1.13406e+84  113.752 194.671
994 4.46086e+83  113.832 194.671
995 2.11229e+83  113.91 194.671
996 2.82143e+83  113.989 194.671
997 2.77644e+83  114.067 194.671
998 2.06031e+83  114.145 194.671
999 1.29569e+83  114.222 194.671
1000 2.42953e+83  114.3 194.671
1001 6.29864e+83  114.379 194.671
1002 1.62377e+84  114.458 194.671
1003 3.67568e+84  114.538 194.719
1004 3.53095e+84  114.618 194.719
1005 2.53466e+84  114.697 194.719
1006 2.13966e+84  114.776 194.719
1007 4.72217e+84  114.856 194.969
1008 1.2309e+85  114.936 195.927
1009 3.16991e+85  115.017 196.873
1010 7.15813e+85  115.099 197.688
1011 6.8266e+85  115.181 197.688
1012 4.89942e+85  115.262 197.688
1013 4.10389e+85  115.343 197.688
1014 9.02776e+85  115.424 197.92
1015 2.35294e+86  115.507 198.878
1016 6.0738e+86  115.59 199.826
1017 1.39774e+87  115.673 200.66
1018 1.48924e+87  115.757 200.723
1019 1.04723e+87  115.84 200.723
1020 7.30243e+86  115.922 200.723
1021 1.40449e+87  116.005 200.723
1022 3.62054e+87  116.089 201.612
1023 9.44886e+87  116.174 202.571
1024 2.45496e+88  116.259 203.526
1025 6.15546e+88  116.345 204.445
1026 1.20824e+89  116.431 205.119
1027 7.78849e+88  116.517 205.119
1028 4.84016e+88  116.603 205.119
1029 2.33917e+88  116.687 205.119
1030 3.4154e+88  116.772 205.119
1031 8.60115e+88  116.857 205.119
1032 1.86313e+89  116.943 205.552
1033 1.40189e+89  117.029 205.552
1034 1.00159e+89  117.114 205.552
1035 1.02766e+89  117.198 205.552
1036 2.49009e+89  117.284 205.842
1037 6.06472e+89  117.37 206.733
1038 8.35465e+89  117.457 207.053
1039 5.59773e+89  117.543 207.053
1040 2.85784e+89  117.628 207.053
1041 2.56952e+89  117.712 207.053
1042 6.13057e+89  117.798 207.053
1043 1.54604e+90  117.884 207.668
1044 2.99411e+90  117.971 208.329
1045 1.9058e+90  118.057 208.329
1046 1.14418e+90  118.142 208.329
1047 6.85877e+89  118.227 208.329
1048 1.36696e+90  118.312 208.329
1049 3.29374e+90  118.398 208.425
1050 4.28536e+90  118.484 208.688
1051 2.9075e+90  118.569 208.688
1052 1.81663e+90  118.654 208.688
1053 3.06521e+90  118.739 208.688
1054 7.89712e+90  118.825 209.299
1055 2.01337e+91  118.912 210.235
1056 4.17862e+91  118.999 210.965
1057 2.8541e+91  119.086 210.965
1058 1.8847e+91  119.172 210.965
1059 1.24445e+91  119.257 210.965
1060 2.58469e+91  119.343 210.965
1061 6.26063e+91  119.43 211.37
1062 8.76217e+91  119.517 211.706
1063 5.86077e+91  119.603 211.706
1064 2.87703e+91  119.689 211.706
1065 1.48854e+91  119.774 211.706
1066 2.58887e+91  119.859 211.706
1067 6.54099e+91  119.945 211.706
1068 1.41249e+92  120.031 212.183
1069 1.09009e+92  120.117 212.183
1070 7.74422e+91  120.202 212.183
1071 7.00142e+91  120.288 212.183
1072 1.63757e+92  120.373 212.331
1073 4.14382e+92  120.46 213.259
1074 7.81293e+92  120.547 213.894
1075 4.95957e+92  120.633 213.894
1076 2.90123e+92  120.719 213.894
1077 2.39758e+92  120.805 213.894
1078 5.59033e+92  120.891 213.894
1079 1.26485e+93  120.977 214.375
1080 1.0667e+93  121.064 214.375
1081 8.10753e+92  121.149 214.375
1082 1.07062e+93  121.235 214.375
1083 2.69202e+93  121.322 215.131
1084 6.06946e+93  121.409 215.944
1085 4.93361e+93  121.496 215.944
1086 3.72795e+93  121.583 215.944
1087 5.01109e+93  121.67 215.944
1088 1.25352e+94  121.757 216.669
1089 2.44169e+94  121.845 217.336
1090 1.54574e+94  121.932 217.336
1091 8.4959e+93  122.018 217.336
1092 4.1465e+93  122.104 217.336
1093 6.7108e+93  122.19 217.336
1094 8.78742e+93  122.276 217.336
1095 6.87286e+93  122.362 217.336
1096 1.08383e+94  122.448 217.336
1097 2.768e+94  122.534 217.461
1098 6.06541e+94  122.621 218.246
1099 4.26066e+94  122.708 218.246
1100 3.04183e+94  122.794 218.246
1101 4.08487e+94  122.881 218.246
1102 9.77112e+94  122.968 218.722
1103 1.19591e+95  123.055 218.924
1104 8.50816e+94  123.141 218.924
1105 8.84432e+94  123.227 218.924
1106 2.13007e+95  123.315 219.502
1107 4.46732e+95  123.402 220.242
1108 2.89332e+95  123.489 220.242
1109 1.77506e+95  123.576 220.242
1110 1.51914e+95  123.662 220.242
1111 3.21667e+95  123.748 220.242
1112 2.85875e+95  123.835 220.242
1113 2.18443e+95  123.921 220.242
1114 3.11345e+95  124.007 220.242
1115 7.51106e+95  124.094 220.762
1116 8.8552e+95  124.18 220.927
1117 6.56142e+95  124.267 220.927
1118 8.53724e+95  124.353 220.927
1119 2.11205e+96  124.44 221.796
1120 3.56276e+96  124.528 222.319
1121 2.3121e+96  124.614 222.319
1122 1.12408e+96  124.7 222.319
1123 4.99761e+95  124.786 222.319
1124 5.62157e+95  124.871 222.319
1125 4.04102e+95  124.955 222.319
1126 2.96076e+95  125.04 222.319
1127 2.94975e+95  125.124 222.319
1128 7.05141e+95  125.209 222.319
1129 1.10612e+96  125.294 222.319
1130 7.26072e+95  125.378 222.319
1131 4.98424e+95  125.462 222.319
1132 9.68873e+95  125.546 222.319
1133 2.26808e+96  125.631 222.319
1134 2.26673e+96  125.716 222.319
1135 1.69819e+96  125.801 222.319
1136 2.12178e+96  125.885 222.319
1137 5.28686e+96  125.97 222.713
1138 1.13065e+97  126.056 223.474
1139 7.58331e+96  126.141 223.474
1140 5.02815e+96  126.226 223.474
1141 5.5047e+96  126.31 223.474
1142 1.27718e+97  126.396 223.595
1143 1.5175e+97  126.481 223.768
1144 1.08316e+97  126.566 223.768
1145 1.1166e+97  126.65 223.768
1146 2.68562e+97  126.735 224.339
1147 5.61681e+97  126.821 225.077
1148 3.63031e+97  126.906 225.077
1149 2.21137e+97  126.991 225.077
1150 1.8072e+97  127.075 225.077
1151 3.77908e+97  127.16 225.077
1152 3.37911e+97  127.245 225.077
1153 2.566e+97  127.329 225.077
1154 3.56276e+97  127.413 225.077
1155 8.60933e+97  127.498 225.504
1156 1.05492e+98  127.583 225.707
1157 7.64159e+97  127.668 225.707
1158 9.06392e+97  127.752 225.707
1159 2.22518e+98  127.837 226.453
1160 4.06488e+98  127.923 227.056
1161 2.60595e+98  128.008 227.056
1162 1.33457e+98  128.092 227.056
1163 7.82611e+97  128.176 227.056
1164 1.49812e+98  128.26 227.056
1165 1.43989e+98  128.344 227.056
1166 1.36674e+98  128.428 227.056
1167 2.79849e+98  128.512 227.056
1168 6.94743e+98  128.597 227.592
1169 8.74301e+98  128.681 227.822
1170 6.27794e+98  128.766 227.822
1171 7.21047e+98  128.85 227.822
1172 1.76662e+99  128.935 228.525
1173 3.47591e+99  129.021 229.202
1174 2.19914e+99  129.106 229.202
1175 1.18652e+99  129.19 229.202
1176 4.88394e+98  129.273 229.202
1177 5.1867e+98  129.357 229.202
1178 5.74661e+98  129.44 229.202
1179 6.76414e+98  129.523 229.202
1180 1.592e+99  129.607 229.202
1181 3.86245e+99  129.691 229.307
1182 3.76254e+99  129.776 229.307
1183 3.14512e+99  129.86 229.307
1184 5.59374e+99  129.944 229.678
1185 1.34254e+100  130.029 230.553
1186 1.29303e+100  130.114 230.553
1187 1.08274e+100  130.198 230.553
1188 1.94357e+100  130.283 230.923
1189 4.57279e+100  130.368 231.779
1190 3.79618e+100  130.453 231.779
1191 3.28032e+100  130.538 231.779
1192 6.34621e+100  130.623 232.106
1193 1.3497e+101  130.709 232.861
1194 8.54994e+100  130.794 232.861
1195 4.84099e+100  130.879 232.861
1196 5.05206e+100  130.963 232.861
1197 6.57164e+100  131.048 232.861
1198 4.53238e+100  131.132 232.861
1199 2.38547e+100  131.215 232.861
1200 3.53782e+100  131.299 232.861
1201 3.49413e+100  131.382 232.861
1202 2.56621e+100  131.465 232.861
1203 3.08262e+100  131.548 232.861
1204 7.01106e+100  131.632 232.861
1205 5.76686e+100  131.715 232.861
1206 4.89118e+100  131.798 232.861
1207 9.29988e+100  131.882 232.861
1208 1.91017e+101  131.965 233.208
1209 1.208e+101  132.049 233.208
1210 6.19467e+100  132.131 233.208
1211 3.92044e+100  132.214 233.208
1212 3.58115e+100  132.296 233.208
1213 2.82316e+100  132.377 233.208
1214 2.23835e+100  132.458 233.208
1215 4.95485e+100  132.54 233.208
1216 5.35694e+100  132.622 233.208
1217 5.11819e+100  132.704 233.208
1218 1.08995e+101  132.786 233.208
1219 2.44058e+101  132.868 233.453
1220 1.59874e+101  132.95 233.453
1221 1.1317e+101  133.032 233.453
1222 1.93271e+101  133.114 233.453
1223 2.8617e+101  133.196 233.613
1224 1.9472e+101  133.278 233.613
1225 1.73756e+101  133.359 233.613
1226 3.82863e+101  133.441 233.904
1227 3.73525e+101  133.523 233.904
1228 3.13447e+101  133.605 233.904
1229 5.75029e+101  133.687 234.31
1230 1.25382e+102  133.769 235.09
1231 8.02964e+101  133.851 235.09
1232 5.00811e+101  133.933 235.09
1233 7.00393e+101  134.014 235.09
1234 9.24254e+101  134.096 235.09
1235 6.47587e+101  134.177 235.09
1236 6.54826e+101  134.258 235.09
1237 1.45407e+102  134.34 235.238
1238 1.17508e+102  134.421 235.238
1239 1.01353e+102  134.502 235.238
1240 1.99785e+102  134.584 235.556
1241 3.65388e+102  134.666 236.159
1242 2.35367e+102  134.747 236.159
1243 1.19648e+102  134.828 236.159
1244 1.38481e+102  134.908 236.159
1245 1.39898e+102  134.989 236.159
1246 1.00146e+102  135.069 236.159
1247 9.59032e+101  135.149 236.159
1248 2.05816e+102  135.229 236.159
1249 1.51619e+102  135.31 236.159
1250 1.19668e+102  135.389 236.159
1251 2.16312e+102  135.47 236.159
1252 3.80778e+102  135.55 236.201
1253 2.47373e+102  135.63 236.201
1254 1.25858e+102  135.709 236.201
1255 1.51103e+102  135.789 236.201
1256 1.59834e+102  135.868 236.201
1257 1.1384e+102  135.947 236.201
1258 1.02614e+102  136.025 236.201
1259 2.23459e+102  136.105 236.201
1260 1.95848e+102  136.183 236.201
1261 1.62842e+102  136.262 236.201
1262 2.96241e+102  136.341 236.201
1263 6.33893e+102  136.421 236.71
1264 4.02686e+102  136.5 236.71
1265 2.3271e+102  136.578 236.71
1266 2.63076e+102  136.656 236.71
1267 3.36569e+102  136.735 236.71
1268 2.32894e+102  136.813 236.71
1269 1.65431e+102  136.891 236.71
1270 3.29936e+102  136.969 236.71
1271 2.96744e+102  137.046 236.71
1272 2.4207e+102  137.124 236.71
1273 4.26082e+102  137.202 236.71
1274 8.98635e+102  137.28 237.059
1275 5.68825e+102  137.358 237.059
1276 3.09918e+102  137.436 237.059
1277 2.84209e+102  137.513 237.059
1278 3.12912e+102  137.59 237.059
1279 2.20226e+102  137.666 237.059
1280 1.3521e+102  137.743 237.059
1281 2.38477e+102  137.819 237.059
1282 1.74373e+102  137.895 237.059
1283 1.23835e+102  137.971 237.059
1284 1.80033e+102  138.047 237.059
1285 3.02582e+102  138.123 237.059
1286 1.99145e+102  138.199 237.059
1287 9.76924e+101  138.274 237.059
1288 1.06436e+102  138.349 237.059
1289 9.97643e+101  138.424 237.059
1290 7.08328e+101  138.498 237.059
1291 5.97788e+101  138.573 237.059
1292 1.2204e+102  138.647 237.059
1293 8.49432e+101  138.722 237.059
1294 6.0083e+101  138.795 237.059
1295 9.33305e+101  138.87 237.059
1296 1.51495e+102  138.944 237.059
1297 1.00117e+102  139.018 237.059
1298 5.66996e+101  139.091 237.059
1299 9.11612e+101  139.165 237.059
1300 9.57333e+101  139.239 237.059
1301 7.16769e+101  139.312 237.059
1302 9.68852e+101  139.385 237.059
1303 2.21333e+102  139.459 237.059
1304 1.7049e+102  139.533 237.059
1305 1.44605e+102  139.606 237.059
1306 2.81622e+102  139.68 237.059
1307 5.28014e+102  139.754 237.059
1308 3.39006e+102  139.827 237.059
1309 1.63059e+102  139.9 237.059
1310 1.14798e+102  139.973 237.059
1311 1.03589e+102  140.045 237.059
1312 7.86514e+101  140.118 237.059
1313 5.02989e+101  140.189 237.059
1314 1.01149e+102  140.261 237.059
1315 1.1522e+102  140.333 237.059
1316 1.08187e+102  140.405 237.059
1317 2.26324e+102  140.478 237.059
1318 5.28464e+102  140.55 237.059
1319 3.95255e+102  140.623 237.059
1320 3.3972e+102  140.695 237.059
1321 6.76824e+102  140.768 237.059
1322 1.25768e+103  140.841 237.396
1323 8.08137e+102  140.914 237.396
1324 3.91047e+102  140.986 237.396
1325 3.01936e+102  141.057 237.396
1326 2.97781e+102  141.129 237.396
1327 2.18999e+102  141.2 237.396
1328 1.05597e+102  141.271 237.396
1329 1.47982e+102  141.341 237.396
1330 1.98293e+102  141.412 237.396
1331 1.75264e+102  141.483 237.396
1332 3.47909e+102  141.554 237.396
1333 8.6137e+102  141.626 237.396
1334 9.88115e+102  141.697 237.396
1335 7.71709e+102  141.769 237.396
1336 1.20441e+103  141.84 237.396
1337 2.96213e+103  141.912 238.252
1338 3.75127e+103  141.984 238.488
1339 2.70966e+103  142.056 238.488
1340 3.26051e+103  142.128 238.488
1341 8.0009e+103  142.2 239.246
1342 1.39443e+104  142.273 239.801
1343 9.0103e+103  142.346 239.801
1344 4.4223e+103  142.417 239.801
1345 1.77455e+103  142.488 239.801
1346 1.69174e+103  142.559 239.801
1347 1.94057e+103  142.63 239.801
1348 2.29619e+103  142.7 239.801
1349 5.37504e+103  142.772 239.801
1350 1.34185e+104  142.843 239.801
1351 1.69817e+104  142.915 239.998
1352 1.21894e+104  142.987 239.998
1353 1.40367e+104  143.058 239.998
1354 3.44215e+104  143.131 240.705
1355 6.87193e+104  143.203 241.396
1356 4.34586e+104  143.275 241.396
1357 2.38114e+104  143.347 241.396
1358 9.20841e+103  143.417 241.396
1359 3.90798e+103  143.487 241.396
1360 5.20104e+103  143.557 241.396
1361 7.85398e+103  143.628 241.396
1362 1.98728e+104  143.699 241.396
1363 4.83333e+104  143.77 241.396
1364 4.64702e+104  143.841 241.396
1365 3.95723e+104  143.912 241.396
1366 7.26861e+104  143.984 241.452
1367 1.7291e+105  144.056 242.319
1368 1.53996e+105  144.127 242.319
1369 1.32092e+105  144.199 242.319
